id,type,source,chapter_id,creator,question
MA0562,SMCQ,MODULE,MA04,admin,"The greatest slope along the graph represented by the equation $4\mathrm{x} ^{2}- \mathrm{y} ^{2}+ 2$y-1=0,is-

(A)-3

$(\mathbf{B})-2$

$(\mathbb{C})2$(D)3"
MA0563,SMCQ,MODULE,MA04,admin,"The extremities of the base of an isosceles triangle ABC are the points A(2,0) and B(0,1). If the
equation of the side AC is x=2 then the slope of the side BC is -

(A)$\frac 34$ (B) $\frac 43$ (C) $\frac 32$ (D) $\sqrt {3}$"
MA0564,SMCQ,MODULE,MA04,admin,"Number of lines that can be drawn through the point (4,-5) so that its distance from (-2,3) will

be equal to 12 is equal to-

(D)3

(A) 0


$(\mathbf{B})1$

$(\mathbb{C})2$"
MA0565,SMCQ,MODULE,MA04,admin,"Two mutually perpendicular straight lines through the origin form an isosceles triangle with the

line 2x+y=5. Then the area of the triangle is:

$(\mathbf{B})3$

$(\mathbb{C})5/2$

(A) 5

$(D)1$"
MA0566,SMCQ,MODULE,MA04,admin,"Point'P' lies on the line $\ell ($x$, y) | 3$x+5y$= 15\} .$ If'P' is also equidistant from the coordinate

axes, then P can be located in which of the four quadrants-

$(D)$ IV only

(A) I only

(C) I or II only

$(\mathbf{B})$ II only"
MA0567,SMCQ,MODULE,MA04,admin,"The area of the parallelogram formed by the lines 3x+4y=7a; 3x+4y=7b; 4x+3y=7c and

4x+3y=7d is-

( A) $\frac {\left | ( a- b) ( c- d) \right | }7$

$(\mathbf{B})\left|(\mathbf{a}-\mathbf{b})\left(\mathbf{c}-\mathbf{d}\right)\right|$ (D) 7|(a-b)(c-d)|

(C$) \frac {\left | ( \mathrm{a- b}) ( \mathrm{c- d}) \right | }{49}$"
MA0568,SMCQ,MODULE,MA04,admin,"If x$_1$,y$_1$are the roots of x$^2+8$x-20=0,x$_2$,y$_2$ are the roots of $4x^2+32$x-57=0 and x$_3$, y$_3$ are

the roots of $9x^2+72x-112=0$, then the points, (x_1,y_1), (x_2,y_2) and (x_3, y_3)-

(A) are collinear

(B) form an equilateral triangle

(C) form a right angled isosceles triangle (D) are concyclic"
MA0569,SMCQ,MODULE,MA04,admin,"If the lines x$+(\cos\alpha)$y$+ \sin \alpha = 0$ pass through the same point where $\alpha\in\mathbb{R}$ then $\lambda$ lies in the

interval -

$( \mathbf{B} ) \left \lceil - \sqrt {2}, \sqrt {2}\right \rceil$ $( \mathbf{C} ) \left [ - 2, 2\right ]$ $( \mathbf{D} ) \left ( - \infty , \infty \right )$

(A)[-1,1]

$\underline{4}$



POINT & STRAIGHT LINE"
MA0570,SMCQ,MODULE,MA04,admin,"Family of lines represented by the equation (cosθ+ sinθ)x+(cosθ-sinθ)y-3(3 cosθ+ sinθ)=0 passes through a fixed point M for all real values of $\theta . \textbf{The reflection of M in the line x- y= 0, }$ is-

$\left(\mathbf{C}\right)\left(-6,3\right)$

$\left(\mathbf{B}\right)\left(3,6\right)$

$\left(\mathrm{D}\right)\left(3,-6\right)$

(A)(6,3)"
MA0571,SMCQ,MODULE,MA04,admin,"m, n are integer with 0<n<m. A is the point (m, n) on the Cartesian plane. B is the reflection of A in the line y=x. C is the reflection of B in the y-axis, D is the reflection of C in the x-axis and E is the reflection of D in the y-axis. The area of the pentagon ABCDE is-
(A) 2m(m+n)
$(\mathbf{B})$m(m+3n)
$(\mathbf{C})$m(2m+3n)
(D)2m(m+3n)"
MA0572,SMCQ,MODULE,MA04,admin,"Area of the quadrilateral formed by the lines |x|+|y|=2 is :

$( \mathbf{B} )$ 6

(D) none

$(\mathbb{C})4$

(A) 8"
MA0573,SMCQ,MODULE,MA04,admin,"Consider a parallelogram whose sides are represented by the lines 2x+ 3y=0; 2x+ 3y-5=0;

$3x-4y=0$ and 3x$-4y=3.$ The equation of the diagonal not passing through the origin, is-

(A)21x-11y+15=0

$\begin{array}{l}{(\mathbf{B})\:9\mathrm{x}-1\:1\mathrm{y}+15=0}\\{(\mathbf{D})\:21\mathrm{x}-1\:1\mathrm{y}-15=0}\end{array}$

(C) 21x-29y-15=0"
MA0574,SMCQ,MODULE,MA04,admin,"If the straight lines, ax + amy + 1 = 0, bx + (m + 1) by + 1 = 0 and cx + (m+ 2) cy + 1 = 0,

m$\neq0$ are concurrent then a, b, c are in :

(A)A.P. only for m=1

$(\mathbf{B})$ A.P. for all m (D) H.P. for all m

(C) G.P. for all m"
MA0575,SMCQ,MODULE,MA04,admin,"A ray of light passing through the point A(1,2) is reflected at a point B on the x-axis and then
passes through (5,3). Then the equation of AB is :

(A) 5x+4y=13

$( \mathbf{B} )$ 5x-4y=-3 (D) 4x-5y=-6

$( \mathbf{C} )$ 4x+5y=14

<table>
	<tbody>
		<tr>
			<td>38.</td>
			<td>If the line y= mx bisects the angle the quadratic equation: (A)  h$x^{2}$+ ( a- b) x- h= 0 (C) (a- b$) x^{2}$+ hx- ( a- b) = 0</td>
			<td>$tween the lines ax^{2}+2h xy+by^{2}=0$ then m is a root o $( \mathbf{B} )$ $\mathbf{x} ^{2}+$h$(\mathbf{a}-\mathbf{b})\mathbf{x}-1=0$ ( D)  ( a- b) $x^{2}$- hx- ( a- b) = 0</td>
		</tr>
		<tr>
			<td>39.</td>
			<td>If the equation ax$^2-6$xy+ y$^2+2$g m and m$^{2}$,then sum of all possible v (A)17 $(\mathbf{B})-19$</td>
			<td>$+2f$y+c=0 represents a pair of lines whose slopes ar ues of a is- $(\mathbf{C})19$ (D)-17</td>
		</tr>
		<tr>
			<td>40.</td>
			<td>Suppose that a ray of light leaves reflects off the x-axis, and finally ar</td>
			<td>e point (3,4), reflects off the y-axis towards the x-axis es at the point (8,2). The value of x, is-</td>
		</tr>
	</tbody>
</table>



POINT & STRAIGHT LINE

( A) x= 4$\frac 12\:$( B) x= 4$\frac 13\:$( C) x= 4$\frac 23$

(D)x$=5\frac13$"
MA0576,SMCQ,MODULE,MA04,admin,"Let S= $\{$( x, y) | $x^{2}$+ 2xy+ $y^{2}$- 3x- 3y+ 2= 0$\}$, then S- 
(A) consists of two coincident lines.
(B) consists of two parallel lines which are not coincident.
(C) consists of two intersecting lines.
( D) is a parabola. 

$[\mathbf{MATRIX~LIST~TYPE}]$"
MA0577,SMCQ,MODULE,MA04,admin,"Find the equation to the straight line :

Column-I

$(\mathbf{P})$

passing through the point (2,3) and perpendicular to

the straight line 4x-3y=10.

$(\mathbb{Q})$

passing through the point (-6, 10) and perpendicular

Column-II
(1) 4y+1 1 x=10 (2) 4y+3x=18 (3) x+4y+16=0 (4) 9y-8x=118

to the straight line 7x+8y=5.

$(\mathbf{R})$

passing through the point (2,-3) and perpendicular to

the straight line joining the points (5,7) and (-6,3).

(S)

passing through the point (-4,-3) and perpendicular to

the straight line joining (1,3) and (2,7).

$Codes:$

$\begin{array}{cccccccc}&&\mathbf{P}&&\mathbf{Q}&&\mathbf{R}&&\mathbf{S}\\(\mathbf{A})&1&&2&&3&&4\\(\mathbf{B})&2&&4&&1&&3\\(\mathbf{C})&4&&3&&2&&1\\(\mathbf{D})&1&&3&&4&&2\end{array}$"
MA0578,SMCQ,MODULE,MA04,admin,"Column- II

Column-I

<table>
	<tbody>
		<tr>
			<td>(A)</td>
			<td>The ratio in which the point divides the line segment joining the points (1,3) and (2,7)is p:q, then (p+q) is (p < q are coprime)</td>
			<td>$(\mathbf{P})$</td>
			<td>- 5</td>
		</tr>
		<tr>
			<td>$(\mathbf{B})$</td>
			<td>The ratio in which the point (-2,-9) divides</td>
			<td>$(\mathbb{Q})$</td>
			<td> </td>
		</tr>
		<tr>
			<td> </td>
			<td>The line segment joining the points (1,3) and (2,7)</td>
			<td> </td>
			<td> </td>
		</tr>
		<tr>
			<td>$(\mathbf{C})$</td>
			<td>If(1 divid oinins . 1.2) and</td>
			<td>$(\mathbf{R})$   1</td>
			<td>5</td>
		</tr>
	</tbody>
</table>


$\underline{6}$



<table>
	<tbody>
		<tr>
			<td> </td>
			<td>$\left|4.-2\right)\ln$ratio $)+q)$is 1110</td>
			<td> </td>
			<td> </td>
		</tr>
		<tr>
			<td>(D)</td>
			<td>If (p, q) divides externally the line joining (-1, 2) (4,-5) in ratio 2:3 then (p+q) is</td>
			<td>(S)</td>
			<td>7</td>
		</tr>
		<tr>
			<td> </td>
			<td>Column- I</td>
			<td>$\mathbf{Column-II}$</td>
			<td> </td>
		</tr>
		<tr>
			<td>(A)</td>
			<td>The points (2,-2),(8,4),(5,7) and (-1,1)</td>
			<td>(P) square</td>
			<td> </td>
		</tr>
		<tr>
			<td>$(\mathbf{B})$</td>
			<td>The points (0,-1),(2,1),(0,3) and (-2,1) taken in order are the vertices of a</td>
			<td>$(\mathbb{Q})$ rectangle</td>
			<td>2</td>
		</tr>
		<tr>
			<td>$(\mathbf{C})$</td>
			<td>The points (3,-5),(-5,-4),(7,10),(15,9) taken in order are the vertices of a</td>
			<td>$(\mathbf{R})$ trapezium</td>
			<td>$n$</td>
		</tr>
		<tr>
			<td rowspan=""2"">$(\mathbf{D})$</td>
			<td>The points (-3,4),(-1,0),(1,0) and (3,4)</td>
			<td>(S)F parallelog</td>
			<td>gram</td>
		</tr>
		<tr>
			<td>taken in order are the vertices of a</td>
			<td>(T) . cyclic 1 $:qu.$</td>
			<td>ladrilateral</td>
		</tr>
	</tbody>
</table>"
MA0579,SMCQ,MODULE,MA04,admin,"<table>
	<tbody>
		<tr>
			<th colspan=""2"">Column- I</th>
			<th colspan=""2"">Column-II</th>
		</tr>
		<tr>
			<th>(A)</th>
			<th>The points (2,-2),(-2,1) and (5,2)</th>
			<th>$(\mathbf{P})$</th>
			<th>are the vertices of a right angled triangle</th>
		</tr>
		<tr>
			<td>$(\mathbf{B})$</td>
			<td>The points (1,-2),(-3,0) and (5,6)</td>
			<td>$(\mathbb{Q})$</td>
			<td>are the vertices of a right angle isosceles triangle</td>
		</tr>
		<tr>
			<td>$(\mathbf{C})$</td>
			<td>The points (3,7),(6,5) and (15,-1)</td>
			<td>$(\mathbf{R})$</td>
			<td>are the vertices of an equilatera triangle</td>
		</tr>
		<tr>
			<td>(D)</td>
			<td>The points (2,2),(-2,-2) and $\left(-2\sqrt{3},2\sqrt{3}\right)$</td>
			<td>$(\mathbf{S})$</td>
			<td>do not form a triangle</td>
		</tr>
	</tbody>
</table>"
MA0580,SMCQ,MODULE,MA04,admin,"Equation of Straight Line
<table>
	<tbody>
		<tr>
			<td>(A)</td>
			<td>Column- I Which cuts-off an intercept 4 on the x-axis and passes</td>
			<td>${\mathbf{Column-II}}$ $( \mathbf{P} )$ $2\mathbf{x} + \mathbf{y} + 1= 0$</td>
		</tr>
		<tr>
			<th> </th>
			<th>Column- I</th>
			<th>Column-II</th>
		</tr>
		<tr>
			<td>(A)</td>
			<td>Column-I Which cuts-off an intercept 4 on the x-axis and passes through the point (2,-3).</td>
			<td>Column-II (P) 2x+y+1=0</td>
		</tr>
		<tr>
			<td rowspan=""2"">$(\mathbf{B})$</td>
			<td>Which cuts-off equal intercepts on the co-ordinate axes and</td>
			<td>$(\mathbb{Q})$x+y=7</td>
		</tr>
		<tr>
			<td>passes through (2,5)</td>
			<td> </td>
		</tr>
		<tr>
			<td rowspan=""2"">$(\mathbf{C})$</td>
			<td>Which makes an angle of 135° with the axis of x and</td>
			<td>$( \mathbf{R} )$ $3\mathbf{x} - 2\mathbf{y} = 12$</td>
		</tr>
		<tr>
			<td>which cuts the axis of y at a distance -8 from the origin and</td>
			<td> </td>
		</tr>
		<tr>
			<td rowspan=""2"">$(\mathbf{D})$</td>
			<td>Through the point (4,1) and making with the axes in the</td>
			<td>(S)x+4y=8</td>
		</tr>
		<tr>
			<td>first quae area is $\aleph$</td>
			<td>(T) x+y+8=0</td>
		</tr>
	</tbody>
</table>



POINT & STRAIGHT LINE"
MA0581,SMCQ,MODULE,MA04,admin,"<table>
	<tbody>
		<tr>
			<th colspan=""2"">Column- I</th>
			<th colspan=""2"">$\mathbf{Column-II}$</th>
		</tr>
		<tr>
			<th>(A)</th>
			<th>The four lines 3x-4y+11=0; 3x- 4y- 9= 0; 4x+ 3y+ 3= 0 and 4x+3y-17=0 enclose a figure which is</th>
			<th>$(\mathbf{P})$</th>
			<th>a quadrilateral which is neither a parallelogram nor a trapezium non a kite.</th>
		</tr>
		<tr>
			<td>$(\mathbf{B})$</td>
			<td>The lines 2x+y=1, x+2y=1, 2x+y=3 and x+2y=3 form a figure which is</td>
			<td>$(\mathbb{Q})$</td>
			<td>a parallelogram which is neither $a$ rectangle nor a rhombus</td>
		</tr>
		<tr>
			<td>$(\mathbf{C})$</td>
			<td>If ""O' is the origin, P is the intersection of the lines 2$x^{2}$- 7xy+ 3$y^{2}$+ 5x+ 10y- 25= 0,  A and B are the points in which these lines are cut by the line x+ 2y-5=0, then the points O,A,P,B (in some order) are the vertices of</td>
			<td>$(\mathbf{R})$</td>
			<td>a rhombus which is not a square</td>
		</tr>
		<tr>
			<td> </td>
			<td> </td>
			<td>$S$</td>
			<td>a square</td>
		</tr>
	</tbody>
</table>

<table>
	<tbody>
		<tr>
			<td> </td>
			<td>point P lying inside the triangle OMN (where ""O' is origin) are (a, b) such that the areas of the triangle POM, PON and PMN are equal. Find (a) the coordinates of the point P and (b) the radius of the circle escribed opposite to the angle N.</td>
		</tr>
		<tr>
			<td>2.</td>
			<td>Two vertices of a triangle are $(4,-3)\&(-2,5).$ If the orthocentre of the triangle is at (1,2),find the coordinates of the third vertex.</td>
		</tr>
		<tr>
			<td>3.</td>
			<td>The point A divides the join of P (-5,1) and Q (3,5) in the ratio K: 1. Find the two values of K for which the area of triangle ABC, where B is (1,5)&C is equal to 2 units in magnitude</td>
		</tr>
	</tbody>
</table>
8



POINT & STRAIGHT LINE"
MA0582,SMCQ,MODULE,MA04,admin,"Determine the ratio in which the point P(3 , 5) divides the join of A(1, 3)&B(7,9). Find the
harmonic conjugate of P w.r.t. A & B."
MA0583,SMCQ,MODULE,MA04,admin,"A line is such that its segment between the straight lines 5x -y -4=0 and 3x + 4y-4=0 is
bisected at the point (1,5). Obtain the equation."
MA0584,SMCQ,MODULE,MA04,admin,"The area of a triangle is 5.Two of its vertices are $(2,1)\&(3,-2).$ The third vertex lies on
y=x+3. Find the third vertex."
MA0585,SMCQ,MODULE,MA04,admin,"A variable line, drawn through the point of intersection of the straight lines $\frac{\mathrm{x}}{\mathrm{a}}+\frac{\mathrm{y}}{\mathrm{b}}=1$ and
$\frac{\mathrm{x}}{\mathrm{b}}+\frac{\mathrm{y}}{\mathrm{a}}=1$,meets the coordinate axes in A & B. Find the locus of the midpoint of AB."
MA0586,SMCQ,MODULE,MA04,admin,Consider the family of lines ( x- y- 6) + $\lambda$ ( 2x+ y+ 3) = 0 and ( x+ 2y- 4) + $\lambda$ ( 3x- 2y- 4) = 0. If the lines of these 2 families are at right angle to each other then find the locus of their point of intersection.
MA0587,SMCQ,MODULE,MA04,admin,"Two consecutive sides of a parallelogram are 4x + 5y = 0 & 7 x + 2y = 0. If the equation to one
diagonal is 11x+7y=9, find the equation to the other diagonal.
$\mathbf{10. \:}$The line 3x$+2y=24$ meets the y-axis at A & the x-axis at B. The perpendicular bisector of AB
meets the line through (0,-1) parallel to x-axis at C. Find the area of the triangle ABC"
MA0588,SMCQ,MODULE,MA04,admin,"If the straight line drawn through the point P $(\sqrt{3},2)\&$ inclined at an angle $\frac\pi6$with the x-axis,
meets the line $\sqrt3$ x-4y+8=0 at Q. Find the length PQ."
MA0589,SMCQ,MODULE,MA04,admin,"A triangle has side lengths 18,24 and 30.Find the area of the triangle whose vertices are the
incentre, circumcentre and centroid of the triangle."
MA0590,SMCQ,MODULE,MA04,admin,"The points $(1,3)\&(5,1)$ are two opposite vertices of a rectangle. The other two vertices lie on
the line y=2x+c. Find c& the remaining vertices."
MA0591,SMCQ,MODULE,MA04,admin,"A straight line L is perpendicular to the line 5x-y=1. The area of the triangle formed by the
line L & the coordinate axes is 5. Find the equation of the line."
MA0592,SMCQ,MODULE,MA04,admin,"Two equal sides of an isosceles triangle are given by the equations 7x-y+3=0 and x+y-3=0
& its third side passes through the point (1,-10). Determine the equation of the third side

$\boxed{9}$



POINT & STRAIGHT LINE"
MA0593,SMCQ,MODULE,MA04,admin,"The equations of the perpendicular bisectors of the sides AB & AC of a triangle ABC are $x-y+5=0\&x+2y=0$, respectively. If the point A is (1,-2) find the equation of the line $BC.$"
MA0594,SMCQ,MODULE,MA04,admin,"Given vertices A $(1,1),\mathbf{B}(4,-2)\&\mathbf{C}(5,5)$ of a triangle, find the equation of the perpendiculat
dropped from C to the interior bisector of the angle A."
MA0595,SMCQ,MODULE,MA04,admin,"Consider a triangle ABC with sides AB and AC having the equations L$_1=0$ and L2=0. Let the centroid, orthocentre and circumcentre of the $\Delta$ABC are G, H and S respectively. L=0 denotes the equation of sides BC.
( a) If $L_{1}$: 2x- y= 0 and $L_{2}$: x+ y= 3 and G( 2, 3) then find the slope of the line L= 0. ( b) If $L_{1}$: 2x+ y= 0 and $L_{2}$: x- y+ 2= 0 and H( 2, 3) then find the y- intercept of L= 0. ( c) If $L_{1}$: x+ y- 1= 0 and $L_{2}$: 2x- y+ 4= 0 and S( 2, 1) then find the x- intercept of the line L= 0."
MA0596,SMCQ,MODULE,MA04,admin,"Let P be the point (3,2). Let Q be the reflection of P about the x-axis. Let R be the reflection of
Q about the line y=-x and let S be the reflection of R through the origin. PQRS is a convex
quadrilateral. Find the area of PQRS."
MA0597,SMCQ,MODULE,MA04,admin,"Let O(0,0), A(6,0) and B$(3,\sqrt3)$ be the vertices of $\Delta$OAB. Let R be the region consisting of
all those points P inside $\Delta$OAB which satisfy d(P, OA)\leq minimum (d(P, OB), d(P, AB)) where d(P, OA), d(P, OB) and d(P, AB) represent the distance of P from the sides OA, OB and AB respectively. If the area of region R is 9(a-$\sqrt{\mathrm{b}}$) where a and b are coprime, then find the value of(a+b)"
MA0598,SMCQ,MODULE,MA04,admin,"Consider a line pair $2\mathrm{x} ^2+ 3$xy$- 2\mathrm{y} ^2- 10$x+15y-28=0 and another line L passing through
origin with gradient 3. The line pair and line L form a triangle whose vertices are A, B and C.
(a) Find the sum of the cotangents of the interior angles of the triangle ABC.
(b) Find the area of triangle ABC
(c) Find the radius of the circle touching all the 3 sides of the triangle."
MA0599,SMCQ,MODULE,MA04,admin,"A straight line is drawn from the point (1,0) to the curve x^2+ y^2+6x -10y+ 1=0, such that the intercept made on it by the curve subtends a right angle at the origin. Find the equations of the line.



10



POINT & STRAIGHT LINE

EXERCISE#3(JM)

(1) $3x- 4y+ 7= 0$ (2) $4x+ 3y= 24$ (3) $3x+ 4y= 25$ (4) $x+ y= 7$"
MA0600,SMCQ,MODULE,MA04,admin,"A straight line passing through the point A(3,4) is such that its intercept between the axes is
$[\mathbf{AIEEE2006}]$
bisected at A. Then its equation is-"
MA0601,SMCQ,MODULE,MA04,admin,"If (a, a$^{2})$ falls inside the angle made by the lines y$=\frac{\Delta}{2}$,x>0 and y=3x, x>0, then a belong
$[\mathbf{AIEEE2006}]$
to-


$( 3) \left ( - 3, - \frac 12\right )$ $( 4) \left ( 0, \frac 12\right )$

$( 1) \left ( 3, \:\infty \right )$ $( 2) \left ( \frac 12, 3\right )$

Let P(-1,0) Q(0,0) and R(3,3 $\sqrt{3}$ )be three points. The equation of the bisector of the angle
$[AIEEE2007]$
$PQRis-$
$$)\:{\sqrt{3}}\:\mathrm{x}+\mathrm{y}=0\quad(2)\:\mathrm{x}\:+\:{\frac{\sqrt{3}}{2}}\:\mathrm{y}=0\quad(3)\:{\frac{\sqrt{3}}{2}}\:\mathrm{x}\:+\mathrm{y}=0\quad(4)\:\mathrm{x}\:+\:{\sqrt{3}}\:\mathrm{y}=0$$
$\boxed{11}$



POINT & STRAIGHT LINE"
MA0602,SMCQ,MODULE,MA04,admin,"If one of the lines of my$^2+(1-\mathrm{m}^2)$xy-m$\mathrm{x} ^2= 0$ is a bisector of the angle between the lines
$[AIEEE2007]$
xy=0,then m is-

(2)-2

(3)1

(4)2

$(1)-\frac{1}{2}$"
MA0603,SMCQ,MODULE,MA04,admin,"The perpendicular bisector of the line segment joining P (1,4) and Q (k,3) has y- intercept -4.
$[AIEEE2008]$
Then a possible value of k is-
(3)-2

(1)1

(2) 2


(4)-4"
MA0604,SMCQ,MODULE,MA04,admin,"The lines p$( p^{2}$+ 1) x- y+ q= 0 and ( $p^{2}$+ 1$) ^{2}$ x+ ( $p^{2}$+ 1) y+ 2q= 0 are [ AIEEEE 2009] 
Perpendicular to a common line for :
(1) Exactly two values of p
(2) More than two values of p
(3) No value of p
(4) Exactly one value of p"
MA0605,SMCQ,MODULE,MA04,admin,"The line L given by $\frac{\mathrm{x}}{5}+\frac{\mathrm{y}}{\mathrm{b}}=1$ passes through the point (13,32). The line K is parallel to L ande (1,3)
has the equation $\frac{\mathrm{x}}{\mathrm{c}}+\frac{\mathrm{y}}{3}=1.$ Then the distance between L and K is: [AIEEE-2010]

(1) $\frac {23}{\sqrt {15}}$ (2) $\sqrt {17}$ (3) $\frac {17}{\sqrt {15}}$ (4) $\frac {23}{\sqrt {17}}$"
MA0606,SMCQ,MODULE,MA04,admin,"The lines L$_1:$ y-x=0 and L$_2:2$x+y=0 intersect the line L$_3:$ y+2=0 at P and Q

respectively. The bisector of the acute angle between L$_1$ and L$_2$ intersects L$_3$ at R .

$[AIEEE2011]$
Statement-1:The ratio PR$:\mathbb{RQ}$ equals 2$\sqrt2:\sqrt5$
Statement-2 : In any triangle, bisector of an angle divides the triangle into two similar
triangles.
(1) Statement-l is true, Statement-2 is false. (2) Statement-l is false, Statement-2 is true (3) Statement-1 is true, Statement-2 is true; Statement-2 is a correct explanation for Statement-1 (4) Statement-l is true, Statement-2 is true; Statement-2 is not a correct explanation for Statement-1."
MA0607,SMCQ,MODULE,MA04,admin,"The lines x + y =|a| and ax - y = 1 intersect each other in the first quadrant. Then the set of all
possible values of a is the interval :
[AIEEE 2011]
$(3)\left(1,\infty\right)$
$(1)\left(-1,1\right]$
$\left(2\right)\left(0,\infty\right)$
$(4)\left(-1,\infty\right)$"
MA0608,SMCQ,MODULE,MA04,admin,"A line is drawn through the point (1,2) to meet the coordinate axes at P and Q such that it forms a triangle OPQ, where O is the origin. If the area of the triangle OPQ is least, then the slope of the line PQ is :
$[\mathbf{AIEEE2012}]$

12



POINT & STRAIGHT LINE

(4)-2


$(2)-\frac{1}{4}$

(3)-4

$(1)-\frac{1}{2}$"
MA0609,SMCQ,MODULE,MA04,admin,"If the line 2x+y=k passes through the point which divides the line segment joining the points
$[\mathbf{AIEEE2012}]$
(1,1) and(2,4) in the ratio 3:2, then k equals:


(3)5

(4)6
$$(2)\:\frac{29}{5}$$
$,\frac{11}{5}$"
MA0610,SMCQ,MODULE,MA04,admin,"A ray of light along x +\sqrt{3} y = \sqrt{3} gets reflected upon reaching x-axis, the equation of the
$[ \textbf{JEE- MAIN 2013}]$
reflected ray is :
$$\mathrm{y=x+\sqrt{3}\quad(2)~\sqrt{3}~y~=x-\sqrt{3}\quad(3)~y=\sqrt{3}~x-\sqrt{3}\quad(4)~\sqrt{3}~y=x-1}$$
The x-coordinate of the incentre of the triangle that has the coordinates of mid points of its
$[\mathbf{JEE-MAIN2013}]$
sides as (0,1)(1,1) and (1,0) is:
(2) $2- \sqrt {2}$
(3) $1+ \sqrt {2}$
(1) $2+ \sqrt {2}$
$(4)1-\sqrt{2}$"
MA0611,SMCQ,MODULE,MA04,admin,"14.
A light ray emerging from the point source placed at P(1,3) is reflected at a point Q in the axis
of x. If the reflected ray passes through the point R(6,7), then the abscissa of Q is :
$[ \textbf{JEE- MAN Online 2013}]$

(1) 3 (2) $\frac 72$ (3) 1 (4) $\frac 52$"
MA0612,SMCQ,MODULE,MA04,admin,"If the three lines x-3y=p, ax+2y=q and ax+y=r from a right- angled triangle then:
$[ \textbf{JEE- MAIN Online 2013}]$
$( 1) \mathrm{~a}^2- 6$a-12=0
(2) $\mathrm{a} ^{2}- 9$a+12=0

(4) $\mathrm{a} ^2- 6$a-18=0

(3) $\mathrm{a} ^{2}- 9$a+18=0"
MA0613,SMCQ,MODULE,MA04,admin,"If the x-intercept of some line L is double as that of the line, 3x +4y=12 and the y-intercept of
$[ \textbf{JEE- MAIN Online 2013}]$
L is half as that of the same line, then the slope of L is :-
(2)-3/2
(3)-3/8
(4)-3/16
(1)-3"
MA0614,SMCQ,MODULE,MA04,admin,"If the extremities of the base of an isosceles triangle are the points (2a,0) and (0,a) and the
equation of one of the sides is x=2a, then the area of the triangle, in square units, is :
[JEE-MAN Online 2013]

$(4)5\mathrm{a}^2$
$$(1)\:\dfrac{5}{2}\:a^2\quad(2)\:\dfrac{5}{4}\:a^2\quad(3)\:\dfrac{25\text{a}^2}{4}$$"
MA0615,SMCQ,MODULE,MA04,admin,"Let $\Theta_{1}$ be the angle between two lines 2x + 3y + c_{1}= 0 and -x + 5 y + c_{2}=0, and $\Theta_{2}$ be the angle between two lines 2x+ 3y + c_1=0 and -x + 5y + c_3= 0, where c_1, c_2, c_3 are any real numbers : Statement-1:If c_2 and c_3 are proportional, then $\theta_1=\theta_2$
[JEE-MAIN Online 2013]
Statement-2: $\theta_{2}=\theta_{2}$ for all c2 and c3.

13



POINT & STRAIGHT LINE

(1) Statement-l is true and Statement - 2 is true, Statement-2 is not a correct explanation for

Statement-1.

(2) Statement-1 is false and Statement-2 is true.

(3) Statement-1 is true and Statement-2 is false.

(4) Statement-1 is true and Statement -2 is true, Statement-2 is a correct explanation for

Statement-1."
MA0616,SMCQ,MODULE,MA04,admin,"Let A (-3,2) and B (-2, 1) be the vertices of a triangle ABC. If the centroid of this triangle lies

$[ \textbf{JEE- MAIN Online 2013}]$

on the line 3x+4y+2=0, then the vertex C lies on the line :

(2) $3x+ 4y+ 5= 0$

(1) 4x+3y+5=0

(4) 4x+3y+3=0

(3) 3x+4y+3=0"
MA0617,SMCQ,MODULE,MA04,admin,"If the image of point P(2,3) in a line L is Q (4,5) then, the image of point R (0,0) in the same

$[ \textbf{JEE- MAN Online 2013}]$

line is :

$(2)\left(2,2\right)$

$(4)\left(7,7\right)$

$(1)\left(4,5\right)$

$\left(3\right)\left(3,4\right)$"
MA0618,SMCQ,MODULE,MA04,admin,"Let a, b, c and d be non-zero numbers. If the point of intersection of the lines 4ax + 2ay+ c = 0 and5bx+2by+d=0 lies in the fourth quadrant and is equidistant from the two axes then:
$[\mathbf{JEE}(\mathbf{Main})-2014]$
(1) 2bc-3ad=0
(3) 3bc-2ad=0
(2) 2bc+3ad=0
(4) 3bc+2ad=0"
MA0619,SMCQ,MODULE,MA04,admin,"Let PS be the median of the triangle with vertices P $(2,2),\mathcal{Q}(6,-1)$ and R (7,3). The equation
of the line passing through (1,-1) and parallel to PS is :
$[\mathbf{JEE}(\mathbf{Main})-2014]$
(2) $2x+ 9y+ 7= 0$
(1) 4x-7y-1 1=0

(4) $2x- 9y- 1$ 1=0

(3) 4x+7y+3=0"
MA0620,SMCQ,MODULE,MA04,admin,"Locus of the image of the point (2,3) in the line (2x-3y+4)+k(x-2y+3)=0,k$\in\mathbb{R}$, is a
[JEE(Main)-2015]
(1) circle of radius $\sqrt2$

(2) circle of radius $\sqrt3$

(4) straight line parallel to y-axis

(3) straight line parallel to x-axis"
MA0621,SMCQ,MODULE,MA04,admin,"Two sides of a rhombus are along the lines, x-y+ 1=0 and 7x-y-5=0. If its diagonals
intersect at (-1,-2), then which one of the following is a vertex of this rhombus ?
$[\mathbf{JEE}(\mathbf{Main})-2016]$
$$(1)\left(-\frac{10}{3},-\frac{7}{3}\right)\quad(2)\:(-3,-9)\quad(3)\:(-3,-8)\quad(4)\biggl(\frac{1}{3},-\frac{8}{3}\biggr)$$"
